blockchain,project,project_version,block_number,tx_hash,sub_tx_trade_id,nft_contract_address,nft_token_id,buyer,seller,price_raw,platform_fee_amount_raw,royalty_fee_amount_raw
arbitrum,opensea,v3,26275974,0x08553b9bcb1f8ba7b0b2e47c6a09f737f4b32fbe6c47d2546232f359f7b2845b,1,0xe00cc435fff6331963bfc2d984009be524c282c8,48,0x9421a58872b8e4bf6287b26295f64719f5283b89,0xe981e2a9a49c82a22fe5e44e58c8523c8d622792,40000000000000,1000000000000,
arbitrum,opensea,v3,26278982,0xd6eeb93fb6d317cc189dd19891db352d292d02080af505d9a455995201894f27,1,0xe00cc435fff6331963bfc2d984009be524c282c8,480,0x3ce8ce4a5ee7d6ef768df4ad35bf245e0d0314db,0xe981e2a9a49c82a22fe5e44e58c8523c8d622792,40000000000000,1000000000000,
arbitrum,opensea,v4,70262555,0xbce61db764fc9318153f15c279a19c6011365f502fcdbf6c3ea91ec94c6f4d9d,1,0x3ecc587ef402b5e00a9767d6f9670b463de2e177,4294967298,0xf7cb0b1bffa994c71811a72d777e94ed480105a2,0x7e335a2f5c91debac9e5af002dc17c5c747c017e,146000000000000000,,7300000000000000
arbitrum,opensea,v4,70282038,0x36b46f8f6c96080fcaabc586e9038037f748e97532971cc0e7a6b54846007f7d,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,210105,0x7ad28ffa81c91c758ba48f26270c8df5b76f6198,0xa6d599a1c10d5517c97edf46857deb5795dd1576,14700000000000000,73500000000000,
arbitrum,opensea,v4,70292814,0xd49e4f614d5e253fb3d8efc14d449791d896ec6154a0aed79564c9b44b7ff977,1,0x0b6f1ea63e959bffe87eaf56a4ac7b9fddfb6abf,32393,0x4ddc9139099209e8437a33652e5203f2fd092c68,0xa3f9a6da1c45a54a0d5acd4edad705ac94d8a4e6,700000000000000,3500000000000,21000000000000
arbitrum,opensea,v4,70315456,0x0bfef583027f29d2f316120902600de7f2b1e9235d6df3a97b80cbb43fe07c83,1,0x652d66fe218a7c33808b7d6a7db6a54e2f9f4a51,989,0xad2365dff389fc05db964e36d3bb80baf755d016,0x80c69f62ff8258f58c56a587fb02a03d59a50e39,4900000000000000,24500000000000,245000000000000
arbitrum,opensea,v4,70315553,0xf7484562aab1a1cf0478db3e96d8911bb9991f38f72d5940eaf964edc582d896,1,0x10c67db7876306fd4dc246184611625a77c7440c,9620,0x0452ae1f57b02f390b603a60f21608758689727d,0xf2ecaaf3af6c21144d2ebacc855d84fad6b1595f,1200000000000000,6000000000000,60000000000000
arbitrum,opensea,v4,70519690,0x577f53e8d058d16683f83a6452c847b1ac377d789a11d63359b7d06ef8b0559e,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,322474,0xb3a0b9f56cb12328b1143cf969d40e01c3730c6a,0xc9879d3cfc7d71a90d39230e058d287c438c81c9,4100000000000000,20500000000000,
arbitrum,opensea,v4,70519775,0x37691a2fe0b3d9c078023cefe9158690790d9e9a7f76359f0efd45a73fae1a20,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,272813,0x383c1e458b1885e2e16a7bd2b13abd46b447da3b,0x0f476f28479a24e7a1917123be0b5434095849c6,4300000000000000,21500000000000,
arbitrum,opensea,v4,70519823,0x583b92e180038ada4fa1cb2ed6bd172d6d7d32a1c799b0bd3949995b48d4a570,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,405228,0x96e1877e833a3297326178625028eab7fd57ff71,0xeb4f3dec696f3234d2347ecdf41b7d6a969641bf,4200000000000000,21000000000000,
arbitrum,opensea,v4,70531352,0x29c10ea00299d8e128a640c16cc51cef37a6ac87ceb37dda16d5cb96b54eb7ed,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,275625,0x9219630ff1f382429ba29abbf6754d26e1e9aac7,0x2d5d8eb41abc1fc50dccc36c5029ea46e5301b59,4100000000000000,20500000000000,
arbitrum,opensea,v4,70531501,0xb22a6a71e58770100c4ed749c38373a2368d46334f962d8a34eb6ad7c5c84141,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,405650,0xe3eb37be2f3f363562ad04eeba9b9ce67722cb81,0xbcf0b928fd4b3906ec18f227f9d46e539c0b2173,4200000000000000,21000000000000,
arbitrum,opensea,v4,70562200,0xa20a5f38f4c5c9cb5b3902f0c8adea697df5a1c078480cd925b47d37a4c15c40,1,0xfae39ec09730ca0f14262a636d2d7c5539353752,26139,0x9178deac61d49d30f5b49b1fb687312bbf9d960b,0xaa6c7b556449e1d5a75b6322a256180edd1c8edc,5200000000000000,26000000000000,
arbitrum,opensea,v4,70562200,0xa20a5f38f4c5c9cb5b3902f0c8adea697df5a1c078480cd925b47d37a4c15c40,2,0xfae39ec09730ca0f14262a636d2d7c5539353752,214352,0x9178deac61d49d30f5b49b1fb687312bbf9d960b,0xb1d65729bd421a15c12880c62113445f602bc7ff,5400000000000000,27000000000000,
arbitrum,opensea,v4,70562200,0xa20a5f38f4c5c9cb5b3902f0c8adea697df5a1c078480cd925b47d37a4c15c40,3,0xfae39ec09730ca0f14262a636d2d7c5539353752,263656,0x9178deac61d49d30f5b49b1fb687312bbf9d960b,0x3a33e605008433f1eda7bd5c65befa9fccd8c344,5500000000000000,27500000000000,
arbitrum,opensea,v4,70562200,0xa20a5f38f4c5c9cb5b3902f0c8adea697df5a1c078480cd925b47d37a4c15c40,4,0xfae39ec09730ca0f14262a636d2d7c5539353752,372894,0x9178deac61d49d30f5b49b1fb687312bbf9d960b,0x7b6d789390e979eef34737e242a8ba8c93a6666c,5800000000000000,29000000000000,
arbitrum,opensea,v4,70562200,0xa20a5f38f4c5c9cb5b3902f0c8adea697df5a1c078480cd925b47d37a4c15c40,5,0xfae39ec09730ca0f14262a636d2d7c5539353752,218668,0x9178deac61d49d30f5b49b1fb687312bbf9d960b,0x4773b2577e2166ee3f7e21381f4ecf6a7535fbb1,5900000000000000,29500000000000,
arbitrum,opensea,v4,70562200,0xa20a5f38f4c5c9cb5b3902f0c8adea697df5a1c078480cd925b47d37a4c15c40,6,0xfae39ec09730ca0f14262a636d2d7c5539353752,14261,0x9178deac61d49d30f5b49b1fb687312bbf9d960b,0xadb1dcabfcdd8e60457e4c856214f471cd41b178,6400000000000000,32000000000000,
avalanche_c,opensea,v3,24864615,0xafce6894c0ad66c8518565f571a3ba286de4f56881fc78aa5f6cee41e5abd4e0,1,0x825189515d0a7756436f0efb6e4be5a5af87e21d,11372,0x1728d41d4016a351f6a8d38c1fdd7d40763e9f7d,0x26663df4bdb9983466fc83cdf527c973f92428e7,250000000000000000,6250000000000000,17500000000000000
avalanche_c,opensea,v3,24875286,0x90e30aff4a29237a08414ecb5f1db5a4620ed689f8a2da8109ad3d996cfa200a,1,0x7325e3564b89968d102b3261189ea44c0f5f1a8e,102370,0xb16c1f3b2e71f80260ad8ffd7706850d6ff38995,0xb5d36382dd9771865d9a70c138522dc681d3ab25,1330000000000000000,33250000000000000,93100000000000000
avalanche_c,opensea,v4,43935249,0xa87e9f72956505d11ae4ebb48a78c003e99b99c5c24ed1683a9c9dc9bc24ccab,1,0x9d5d18864d7776a61220c287258e06db7cdcf444,559,0xe4461b21b6639c729b0d86e4c60697a9ae38199b,0x3fd1cdaab0628ad69558524aae377abc32988fd7,79700000000000000,1992500000000000,
avalanche_c,opensea,v4,44028690,0x1ecb0c73521e7be760f7fc22f77fe1bc7167f9c945b276c3d3db2623bd24e25e,1,0x2837359114c5c265e7d2f7c599828da74e34485e,373,0xec8541d68a2f66690c2b45e8908fde7e3b3e1bce,0xfc791c6847dd23e1cc980e3e57b50b14485b5ec4,1350000000000000000,33750000000000000,
ethereum,opensea,v3,15785042,0xfc1fafa9eb9e551cecef0921c79017d553c07d107e835e1c5af9b974eac7bd1a,1,0x6fb5d24447a668963315d7a614b1710458ef6bb5,543,0xac5b158854158ea0de15b6a17d77fd612671b54e,0x72cffe3aea6ffa7c9e4e064e7f7859fbf8a468a9,6000000000000000,150000000000000,300000000000000
ethereum,opensea,v3,15785042,0xfc1fafa9eb9e551cecef0921c79017d553c07d107e835e1c5af9b974eac7bd1a,2,0x6fb5d24447a668963315d7a614b1710458ef6bb5,539,0xac5b158854158ea0de15b6a17d77fd612671b54e,0x72cffe3aea6ffa7c9e4e064e7f7859fbf8a468a9,7000000000000000,175000000000000,350000000000000
ethereum,opensea,v3,15785043,0xd53550c8c02d58cc54719ec0585ba7685627dab032825b7cad503bb9c92adcf5,1,0x49adcc97404c197190a5866885018c558006974a,7934,0xe183ed7befd6128074b16f1a14916f281177e589,0x7662c68b7077177e32726b9f07a8cf060d876882,75000000000000000,1875000000000000,5625000000000000
ethereum,opensea,v3,15785043,0x2937240ba78b44f383b34ba4aaa1c4cec5621619a9fb00b47a52aa48764bc900,1,0xaac2662e23e5d442db49e1340aae0f4830ca29fa,9598,0x9066f8e640cb01c9680e6daae1c54a1fcf36161b,0x163f89fefe1a8e285d5846dc011967a48f2c84d4,24000000000000000,600000000000000,1200000000000000
ethereum,opensea,v3,15785043,0xb876e5fbf63f7936bded916756bf72d4419ca133521bf2ecb8960fe5e7d1a2a8,1,0x6fb5d24447a668963315d7a614b1710458ef6bb5,2432,0x88e89eb7284fd5196deec1fe1fb19f1510b4125a,0xb39a6b4cb933aab3c30da765acf26c4c00a4bf11,8000000000000000,200000000000000,400000000000000
ethereum,opensea,v3,15785043,0x97bc33974334397db4448752ee118705f68568330fe80e46698dfeb21cbea187,1,0xaf555c317608d4f9aebae2c97bb2984656f408df,3321,0xc469f1ea62f0720f224deedb99612921fa66ac6f,0xbdf21d265de05e617f1e557c6f8f54b602a49057,7000000000000000,175000000000000,
ethereum,opensea,v3,15785043,0xd53550c8c02d58cc54719ec0585ba7685627dab032825b7cad503bb9c92adcf5,2,0x49adcc97404c197190a5866885018c558006974a,2551,0xe183ed7befd6128074b16f1a14916f281177e589,0x34e185255b129fce935ed264dc4bc166f8644dcb,100000000000000000,2500000000000000,7500000000000000
ethereum,opensea,v3,15785043,0xb876e5fbf63f7936bded916756bf72d4419ca133521bf2ecb8960fe5e7d1a2a8,2,0x6fb5d24447a668963315d7a614b1710458ef6bb5,700,0x88e89eb7284fd5196deec1fe1fb19f1510b4125a,0xefe9064485f23886ec2c07579f7c68351c7afa60,8000000000000000,200000000000000,400000000000000
ethereum,opensea,v3,15785044,0xbb5ad9b55a28638b77ec895f36b5db418764cec397e3cc6e45e6e18b0c8325b0,1,0x40948a124b632a900a58ad01e2ef0534b97a1087,465,0xd6e3a9a7c6162c50596f12cfa322043a774cfbae,0x6a8dff311672955e67c69becef660d3a41dd7060,1630000000000000000,40750000000000000,81500000000000000
ethereum,opensea,v3,15785044,0x246c1973832b25ca48ebc10ab87fd9a7a50eabda2e938a4e5ba1836c1adaab82,1,0xaf555c317608d4f9aebae2c97bb2984656f408df,5774,0x7decf7a31168778f311c57b9a948abaa7321001e,0xecc424c1ffb22ba13d84669f15107f53809b0ee3,99000000000000000,2475000000000000,
ethereum,opensea,v3,15785044,0xfb595b148b3d9719fa4d9325aef3e7ad75b6b9415f6809620e19195b45b9fe39,1,0x5008c2a3af41024e9f0bd0432df4f75828602598,5185,0x088e0eb015b4515d4ead6c117c8005807a5b57fc,0x1fbd95baaddedc81b3264c04e796d205ac3baa8f,27899000000000000,697475000000000,1394950000000000
ethereum,opensea,v3,15785044,0xfb595b148b3d9719fa4d9325aef3e7ad75b6b9415f6809620e19195b45b9fe39,2,0x49adcc97404c197190a5866885018c558006974a,7045,0x088e0eb015b4515d4ead6c117c8005807a5b57fc,0xf8c5e7821bf049457ed78fbec9f915c35f118480,70000000000000000,1750000000000000,5250000000000000
ethereum,opensea,v3,15785044,0xfb595b148b3d9719fa4d9325aef3e7ad75b6b9415f6809620e19195b45b9fe39,3,0x5008c2a3af41024e9f0bd0432df4f75828602598,2139,0x088e0eb015b4515d4ead6c117c8005807a5b57fc,0xba3c5da153d468a61370f93492c3d6b208324531,27900000000000000,697500000000000,1395000000000000
ethereum,opensea,v3,15785045,0xf02823f1c5cc314f115e0f0fdefaa76ce49740bf345da23820698ec29714888a,1,0x8dc7b6ec6fafa36085ee9ec8e39112428d3360aa,1463,0xf3c9c543666d1ba0f232682cd74dfc5b6bad8264,0xa6fdc48f931bc417f56efb3731b8cb4e20295160,99500000000000000,2487500000000000,4975000000000000
ethereum,opensea,v3,15785045,0xd852750d986b4a97840ab14c29aeccf0b7f9dc353ce4eab1ee1fd2dcf5ad4742,1,0x556697ca91476b811f37a851dd2e53ae4c6024db,372,0x29eae4b2b54900f06a11a9943ac2415ba2f97fd2,0x2cfee54d8c83a61312a914015405066f9ac03f0b,11750000000000000,293750000000000,411250000000000
ethereum,opensea,v3,15785045,0x427919428b28af6cff2a6d92c3905574f63fc6f4b5051e3610dd76837287b9b0,1,0x2cc8342d7c8bff5a213eb2cde39de9a59b3461a7,32372,0x36c72892fcc72b52fa3b82ed3bb2a467d9079b9a,0xa210712d5cd1926b631fb32a80ee5eeeb054549c,343000000000000000,8575000000000000,8575000000000000
ethereum,opensea,v3,15785045,0x60b2f50edff701c89cc2eb1c65f258d1b8769e1389c218f8da76ca2852c67fd6,1,0x6fb5d24447a668963315d7a614b1710458ef6bb5,2630,0x4d939c565b03cc47d2bf5a037acfb3ab8b2a606c,0x57a099bbf0932c730f78252918be5ff44d799107,7900000000000000,197500000000000,395000000000000
ethereum,opensea,v3,15785045,0xce3bd853b0f39c165902da9bd03cd877e0faa4d635887beec00407ceebfcfdae,1,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,94783,0x537038d516e7e71bff78a555799ce0daa01e79a1,0xc0ac56cf556b41da25354cc0199200bf36f79ccc,1500000000000000000,37500000000000000,75000000000000000
ethereum,opensea,v4,16750740,0xff66a1ff50cae31934cb41c31f08637d296f372e1cd104a551cd614556bd73c7,1,0xbd8451d2d5fb88469a764b05c1e0b623c5106145,27234,0x5603d121834371c219a12bca6c1f8afdcde40e97,0x4dac5aecc9b076432a7d575995b742d6cedbdbbc,54400000000000000,,1360000000000000
ethereum,opensea,v4,16750740,0xff66a1ff50cae31934cb41c31f08637d296f372e1cd104a551cd614556bd73c7,2,0xbd8451d2d5fb88469a764b05c1e0b623c5106145,25289,0x5603d121834371c219a12bca6c1f8afdcde40e97,0x4dac5aecc9b076432a7d575995b742d6cedbdbbc,54400000000000000,,1360000000000000
ethereum,opensea,v4,16750740,0xff66a1ff50cae31934cb41c31f08637d296f372e1cd104a551cd614556bd73c7,3,0xbd8451d2d5fb88469a764b05c1e0b623c5106145,25656,0x5603d121834371c219a12bca6c1f8afdcde40e97,0x22fdc055dc1878c77064b7e0274a885cf5fe672d,54000000000000000,,1350000000000000
ethereum,opensea,v4,16750740,0xff66a1ff50cae31934cb41c31f08637d296f372e1cd104a551cd614556bd73c7,4,0xbd8451d2d5fb88469a764b05c1e0b623c5106145,25096,0x5603d121834371c219a12bca6c1f8afdcde40e97,0x4dac5aecc9b076432a7d575995b742d6cedbdbbc,54400000000000000,,1360000000000000
ethereum,opensea,v4,16750740,0xff66a1ff50cae31934cb41c31f08637d296f372e1cd104a551cd614556bd73c7,5,0xbd8451d2d5fb88469a764b05c1e0b623c5106145,19536,0x5603d121834371c219a12bca6c1f8afdcde40e97,0xacd29609f1df530c41ba9fdd897f7352e6798dba,53900000000000000,,1347500000000000
ethereum,opensea,v4,16754094,0xff762b16ae398dc89a68e48726e129d9e7cc16dbd0a726126f9db044f7c905ce,1,0x7de3e2f540cf5c3065de34ac16a39deb08fcdcf3,2774,0x167ade962cb60346d2525e6a724b3c8e52e73c34,0x9ad35828f52866370938d4db1601e9b7bb23ef1c,15000000000000000,,999000000000000
ethereum,opensea,v4,16757278,0xffb6664a935384a81aa04c4772a3fa6a2e553bcc985ec1a3a73942bf9961f135,1,0xe70659b717112ac4e14284d0db2f5d5703df8e43,2,0xa817b9bd1ece360e4a1692894a5ad1d40b889f20,0x9d8945e2c08751ce18bab505a57073c8de16cd11,208024000000000000,,1040120000000000
ethereum,opensea,v4,16758043,0xffc51c85163e2a024c3fe784d3321552e94cf5c6e5fed97bef8080c5d9851b5b,1,0xe2e27b49e405f6c25796167b2500c195f972ebac,3780,0x9db0a2ce0d7e643950a3bd51e02fdc7eaf640234,0x6922406d81bb47c3dac75122929eb2c537eb878a,239900000000000000,,1199500000000000
ethereum,opensea,v4,16762724,0xffa9e33956c304a314cf1ea8dd609755a9f26895032c49e780c9176113ed9517,1,0xd32abb10c0a8fb6147152542088e0fce4aeb7f4f,9041,0x86bdb768bbfe8de39c658346db93bb952cd9e526,0x96b9042d68be24547e334c816690c8d0065d70b0,23000000000000000,,115000000000000
ethereum,opensea,v4,16764157,0xff5ed04bf03a8162c784a2c3ae8fec9a687b5c0857bd6c8abcdef9af1c6da211,1,0xd1466d7a2e13a47677608f68093c5ea9fe910611,24548,0xa2bd9bafe5dd685f8ca1a729d368be40496e6304,0x17ce24a23b708a6056d2b52ea4f59123e3ca5281,7000000000000000,,35000000000000
ethereum,opensea,v4,16764157,0xff5ed04bf03a8162c784a2c3ae8fec9a687b5c0857bd6c8abcdef9af1c6da211,2,0xd1466d7a2e13a47677608f68093c5ea9fe910611,4144,0xa2bd9bafe5dd685f8ca1a729d368be40496e6304,0x7510396b6801c6a88c383baed7058dc553ab980e,7000000000000000,,35000000000000
ethereum,opensea,v4,16765066,0xff0be907571ddf73d40de143a111f2cfaaec0fa57eedb8672f16f49711e31188,1,0x5f076e995290f3f9aea85fdd06d8fae118f2b75c,2463,0xcf1319531bee286e85c289b9747e159e742c0495,0x52b1180367d47f64a7de5535abe78c8e16f735ef,500000000000000000,,25000000000000000
ethereum,opensea,v4,16767181,0xfffcb51972d15d1e68e29a763d8e5810bda74d209e5c27cea456152e54caad42,1,0x34ba8992fbbec87fc9959ec4a360df3a8f957ccc,6193,0x71fe8f38d4ba5973def012752e13140414e335eb,0x2b3ccb55a404c0e99add7e3041f76883e22e5e72,33000000000000000,165000000000000,165000000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,1,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,701,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,2,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,950,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,3,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,468,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,4,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,621,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,5,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,561,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,6,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,560,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,7,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,559,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768710,0xc6e22aaed867405c19003a12a16c4876dc498c5ba3d08eb3fc86b3569521d121,8,0xde4e5d593e527e425d154dfc504562c48c6ac5b7,959,0xd0df1aa764f1650184ffd549648dd84964ba0097,0x981ae75f1dafb46460099e3b696df20daadc105b,16250000000000000,81250000000000,1121250000000000
ethereum,opensea,v4,16768753,0x3e8a1db5f2013453d9ad0f83c331f9400a0976f04dfad58cd17481afeaa5659a,1,0x0be697ce3f41508510ccf502c55c37990274f05e,836,0xc0c27d29ac68df3675ed3e5e24acc571e0dcc710,0x222a38410f47cb9741845eec4df7526f62d0e377,52010000000000000,,2600500000000000
ethereum,opensea,v4,16769167,0x598d86e99446aad58fdb06ee1ff8061b780e60eff1807fcbc781eff9c81041e2,1,0x0be697ce3f41508510ccf502c55c37990274f05e,1124,0xb45ec3d9fab5b77b2da5fba343c513f548af6ca9,0x9fe98adff9c37deb4433201203cb0852b8e49193,62900000000000000,,3145000000000000
ethereum,opensea,v4,16769682,0x8078c8c442e2513e924188c2dcbf7e8a5b9e57eb41641a9466d9a7de7279b13e,1,0xd32abb10c0a8fb6147152542088e0fce4aeb7f4f,2438,0x9c2da765c7389d36dfb418f0381090685b5692e8,0x08a6d384f31f0da6ddd6e803278a278751ca3033,10800000000000000,,54000000000000
ethereum,opensea,v4,16769682,0x8078c8c442e2513e924188c2dcbf7e8a5b9e57eb41641a9466d9a7de7279b13e,2,0xd32abb10c0a8fb6147152542088e0fce4aeb7f4f,7067,0x9c2da765c7389d36dfb418f0381090685b5692e8,0x2b39fed6cc2bad303afb4be17405b8a7bbefc128,10900000000000000,,817500000000000
ethereum,opensea,v4,16769682,0x8078c8c442e2513e924188c2dcbf7e8a5b9e57eb41641a9466d9a7de7279b13e,3,0xd32abb10c0a8fb6147152542088e0fce4aeb7f4f,7352,0x9c2da765c7389d36dfb418f0381090685b5692e8,0x2b39fed6cc2bad303afb4be17405b8a7bbefc128,10900000000000000,,817500000000000
ethereum,opensea,v4,16769682,0x8078c8c442e2513e924188c2dcbf7e8a5b9e57eb41641a9466d9a7de7279b13e,4,0xd32abb10c0a8fb6147152542088e0fce4aeb7f4f,788,0x9c2da765c7389d36dfb418f0381090685b5692e8,0x2b39fed6cc2bad303afb4be17405b8a7bbefc128,10900000000000000,,817500000000000
ethereum,opensea,v4,16882382,0x761b5a640281d26e9043ae9981f326e1f79fb2f9660c0592ea9c7fee3f93d03f,1,0x3acce66cd37518a6d77d9ea3039e00b3a2955460,5170,0xb59614452e749b9ceb3659b5195d2aa87a368dc3,0x1b7665c81b213d21c58446ec455f10b57834ed74,240000000000000000,,1200000000000000
ethereum,opensea,v4,16886415,0x497dcf45b2a3de4b34b9116829e18a0372159eaf35b036640b08dfc20295d2a0,1,0x3acce66cd37518a6d77d9ea3039e00b3a2955460,3260,0xee21068efaf8e59eb28fec33cd97d1401e9ea177,0xa1658a3f0e08bb5c0ba758e4704788172f78df24,220410000000000000,,1102050000000000
ethereum,opensea,v4,16887809,0xe248d2eedf3ced8daf1cc2c693c4704273a8fadc74567f70689df2153d3bbe5d,1,0x05327e6e27f251d2f2cfdbc37b9f289cf9f21529,8667,0xb199a4fffcb8219025f2b9492a37a7bdb89e0b00,0xe02cfc16c8e64548bbcf955c6fa85635e97f4c14,20000000000000000,100000000000000,1000000000000000
ethereum,opensea,v4,16888059,0x5d2a6f5a89e7dd554f6904c5e5c9119cf7d96c1bf9c1bf04d8cb9cba8cd72284,1,0xbe84a4f409e5b8932cd13f89c4c34f6c43308855,350,0x7e1876cd27d2c9e6aa2f49610330b9e25d690380,0x622ff61c8eee4cdc46b814d31903fe34c09abfbf,65000000000000000,325000000000000,4875000000000000
ethereum,opensea,v4,16888077,0xf54b4b2e6ecfdf90919987cf9d7defa20458487874b64e8a97b6ae8af83b58ad,1,0x99a9b7c1116f9ceeb1652de04d5969cce509b069,417000217,0x12bd6121197848f93f40bd82d4c80db4e3198990,0xdbcc6698d4686ee3fba49c2245072460594efe6e,156000000000000000,780000000000000,780000000000000
