blockchain,project,version,block_date,tx_hash,evt_index,nft_contract_address,token_id,sub_type,sub_idx,buyer,seller
avalanche_c,seaport,v1,2022-11-25,0xeaa92bb35f3c6273da18a434ce1e1789495d7cf387f84deecbd6a4943d7d374b,1,0x7fef2139b84eecea4088307b2c6d4689d9dbd130,93,offer,1,0x0000000000000000000000000000000000000000,0xf99df199299dd01808c41446737f52a7e6dbb8cd
avalanche_c,seaport,v1,2022-11-25,0xeaa92bb35f3c6273da18a434ce1e1789495d7cf387f84deecbd6a4943d7d374b,2,0x7fef2139b84eecea4088307b2c6d4689d9dbd130,93,consideration,1,0x3803b6f9bbf032c2299cec3ac5f527424e3639bc,0x0000000000000000000000000000000000000000
avalanche_c,seaport,v1,2022-11-26,0xfad54bc6275f25ec4156799127cf0c75b3a7a3c58fe82fbe6381d01ca16e6c1d,1,0xddccc21fc45e96a04d4213e3b0b9e54498107702,1515,offer,1,0x0ff120a38dd95838521be6c22d595df98c9ec990,0x5df178dce46e35ddd122f6cda1468a91ea819e67
avalanche_c,seaport,v1,2022-11-23,0x26826a00cb048bfb894329f8609f33e9c5481d8505c28f3a52651e65f18e5db1,14,0xb42d0f524564cafe2a47ca3331221903eda83b3c,3563,offer,1,0xafdcbde126666c4187ac4ff3c709f49ca502b565,0x908c3bae3621aeb8e0068f32d271cba80ba1e7fa
avalanche_c,seaport,v1,2022-11-27,0x56b3143785ba6f0b5ad7f195186a5d0f4e0041564df5b79b1739d46a8032bb29,23,0x7b6121b5b97b9945ce8528f37263bc01ca0b1826,61,offer,1,0xbfd51eb6b0cebf338f8cafb200daa4344d7aad7b,0x4ede99b27f49277425490bcb58565ac6e27c0d8d
avalanche_c,seaport,v1,2022-11-27,0x56b3143785ba6f0b5ad7f195186a5d0f4e0041564df5b79b1739d46a8032bb29,24,0x7b6121b5b97b9945ce8528f37263bc01ca0b1826,63,offer,1,0xbfd51eb6b0cebf338f8cafb200daa4344d7aad7b,0x4ede99b27f49277425490bcb58565ac6e27c0d8d
avalanche_c,seaport,v1,2022-11-27,0x56b3143785ba6f0b5ad7f195186a5d0f4e0041564df5b79b1739d46a8032bb29,25,0x7b6121b5b97b9945ce8528f37263bc01ca0b1826,93,offer,1,0xbfd51eb6b0cebf338f8cafb200daa4344d7aad7b,0x41b5e243ea178d277a510025ecd02887c3126a40
avalanche_c,seaport,v1,2022-11-27,0x56b3143785ba6f0b5ad7f195186a5d0f4e0041564df5b79b1739d46a8032bb29,26,0x7b6121b5b97b9945ce8528f37263bc01ca0b1826,66,offer,1,0xbfd51eb6b0cebf338f8cafb200daa4344d7aad7b,0x41b5e243ea178d277a510025ecd02887c3126a40
avalanche_c,seaport,v1,2022-11-27,0x56b3143785ba6f0b5ad7f195186a5d0f4e0041564df5b79b1739d46a8032bb29,27,0x7b6121b5b97b9945ce8528f37263bc01ca0b1826,96,offer,1,0xbfd51eb6b0cebf338f8cafb200daa4344d7aad7b,0x46f0849df698b6c5e31936b21ea28f301fb8d7e2
bnb,seaport,v1,2022-11-24,0xac778bc5035f9ccf3f1f28d05ba65bcafdaddf3fa95cc758d2a2f478656b8bde,70,0x8f7a57125e23e7e4e6724d20dc8907a9e18d94a5,3209,offer,1,0xb094518f87383b34c746b249f73e353338a2c6f3,0xe3f16bb70eda8d17cef2b7a289268faf1024e261
bnb,seaport,v1,2022-11-25,0x8e7207e8d63ce0ad9552ace645ab4ed30cb1a1a69856aae69f9cfdae4038db8b,265,0x8f7a57125e23e7e4e6724d20dc8907a9e18d94a5,1936,offer,1,0x7309d019c89526ccbebad8c7bbe5fbd9d9309335,0x3d28579759eb3e5ae8e46ed4bf2634d8d5397171
bnb,seaport,v1,2022-11-25,0x993f5bac090ffcfc8bc973f520851a0b6cfaadfa4f83aa197172dde64e9f92c0,60,0x8f7a57125e23e7e4e6724d20dc8907a9e18d94a5,1962,offer,1,0xaeafc15429fe8f5017fe1abf512d094441722e43,0xad997d01ad8bc905fd48c9336c3662d05e55e3ba
bnb,seaport,v1,2022-11-25,0x1a295bcc002b7d52658629ded9196e0085bf7999b6dceeb983163b5591f0fa92,55,0x8f7a57125e23e7e4e6724d20dc8907a9e18d94a5,4788,offer,1,0x6c7f7fec521463ef5e14ca2d8f408185fa7b537a,0x7309d019c89526ccbebad8c7bbe5fbd9d9309335
bnb,seaport,v1,2022-11-26,0xede8e22d3f622822a3e3870d35b22c5c53e77f6a48535c6ef82c48f1511ba149,374,0x8f7a57125e23e7e4e6724d20dc8907a9e18d94a5,4301,offer,1,0xb094518f87383b34c746b249f73e353338a2c6f3,0x5fb0d937f3e307410f3b3f80a3ec5f83e13b43e4
arbitrum,seaport,v1,2022-11-23,0x479552f193214637b59f724adccf69045df127cf424c5e00fd61942532a2a22d,1,0x619f1f68a9a3cf939327801012e12f95b0312bb9,7,offer,1,0x6273957eb6707f6e935d8b190bd239ccae0eb7cb,0x74fc2db2c55e6ec92e01be803c10e866be7e967c
arbitrum,seaport,v1,2022-11-23,0x886def43b18a4f37ffc8448055f96e4b32a0a37a48ebc11f0b761e11a1d3f040,1,0x619f1f68a9a3cf939327801012e12f95b0312bb9,7,offer,1,0x6273957eb6707f6e935d8b190bd239ccae0eb7cb,0x74fc2db2c55e6ec92e01be803c10e866be7e967c
arbitrum,seaport,v1,2022-11-23,0x4c2643ffbea9f109655247d90465aeaa4fb015fdad9be3c97c8e308a8a7dffd7,1,0x619f1f68a9a3cf939327801012e12f95b0312bb9,7,offer,1,0x6273957eb6707f6e935d8b190bd239ccae0eb7cb,0x8d2957bc1ebecf30db2d885f53e8b2378d16c60d
arbitrum,seaport,v1,2022-11-23,0x2bd093437534d4f0b8bb17e440045a04915a86fdca48c2b8509b1f9467f15e8a,2,0xf3d00a2559d84de7ac093443bcaada5f4ee4165c,9,offer,1,0x0c8a4dca2f8b8768592e5c0a168f5be654bf87a3,0x26780a0dd0773787682fa8580a4734bb820f028b
arbitrum,seaport,v1,2022-11-23,0x28116ff706cdb620761400756972018b4c82ad8e950dcff57f223cd9f2682586,0,0xfae39ec09730ca0f14262a636d2d7c5539353752,414444,offer,1,0x3974dd72f80d578aa57b0135074b32f15f2702c3,0x69a5c0db191697d11b0ac5637c3445d38af4b15b
arbitrum,seaport,v1,2022-11-23,0x93a5f760962678f6703dfa5b1193c34b7e7091aab1e2acd801d8b195bac16be8,6,0xfae39ec09730ca0f14262a636d2d7c5539353752,413981,offer,1,0xa0cd0bc8991dfeeacf67a1eeeff26a6969fc3cde,0x69a5c0db191697d11b0ac5637c3445d38af4b15b
optimism,seaport,v1,2022-11-23,0xaf3f5abe2a8dfecf386c15c34c40e539391809a3b329123bc134383fc49fd1db,5,0x0110bb5739a6f82eafc748418e572fc67d854a0f,21550,consideration,1,0x776034076ed79be13971c04237612cbe7f8442d5,0x96ce0aecdd145136bc94b3484c57ee4572064a4f
optimism,seaport,v1,2022-11-23,0x9e916dbc495ec82527cf238b3f47f5836834055b5b0a2e07fee728932629e6ce,5,0x7ceee88e71f5c3614f6d0153e922871ae402d1d1,106,consideration,1,0x0cb13df434a487d6c95750b508503db105ccb058,0x0beabc7b287d6fe33a1d25637b5c100440552406
optimism,seaport,v1,2022-11-23,0x6f3af0e34c6e887e396e35bb83b97caad0c2b96fa607fc16d8c7e304481a36c9,5,0xac3b9b3f5956b52c448158c0a07ddfa9d5c53a3b,6985,consideration,1,0x0cb13df434a487d6c95750b508503db105ccb058,0x776034076ed79be13971c04237612cbe7f8442d5
optimism,seaport,v1,2022-11-24,0x0a6bc2ee01aff211627149d57cefdd4bff8399751a880a083dd1120cf21f1a41,4,0x0110bb5739a6f82eafc748418e572fc67d854a0f,8534,consideration,1,0x4ddcc4d19d5e273da2e88b12bebe3b0d260fae9f,0x1f3c2f9a0bcefaceb5011ab08c7fe5de22689526
optimism,seaport,v1,2022-11-25,0xba9ad68f439c71a18c91b807677ff2f976efde3f47d2e4ea2266af83000585e8,6,0x9b9f542456ad12796ccb8eb6644f29e3314e68e1,8346,consideration,1,0x0beabc7b287d6fe33a1d25637b5c100440552406,0x8671099c0d677599b9721c7ce1f0dc1dbdb4e259
optimism,seaport,v1,2022-11-26,0x65e700b4e9b0fa403812855a18bc9f5cb05b1d9b8f61f2b4c195278e0e877a0e,4,0xb8df6cc3050cc02f967db1ee48330ba23276a492,7829,consideration,1,0x0463b3c3b5b84709aaefc4612a94f1f99067306d,0x4eabb1563e3d74eaa885472a3da33372b29af6ec
optimism,seaport,v1,2022-11-30,0x51a917016fb12f930ed7d24a41a5f82873075b3bca33942d3de116cdade7fe06,0,0xbf1aea8670d2528e08334083616dd9c5f3b087ae,6829,consideration,1,0x4a5e200e870fa788321e3ecc776860a587f5cf23,0x4b77f035cd335a31a6def2f7e59ed136b03b06fe
optimism,seaport,v1,2022-11-30,0x1a253f82c9c9a1021a0324331ddca5f1456c48b7ae5958f6b28015fc7c2ce226,5,0x754714d114d29eecedfe2eb99335e381afaddd08,120,consideration,1,0x661f94dad2cd1cf21f9c939eb01512d122395d20,0xacefdd71fe88b3a2909496007eb5010159f054b0
ethereum,seaport,v1,2022-12-07,0x320dcc2ea19b4c7f7bd8df714e6195d54ad4dfa3d194f4dab4686d2d01e029e9,169,0xc36cf0cfcb5d905b8b513860db0cfe63f6cf9f5c,24840612785228507832826346342519079436288,consideration,1,0xc6ba71bd634081c67452101e603dcf661f2ee3c9,0x0196f12ceb004d72de600d4558290067034f4ef1
ethereum,seaport,v1,2022-12-08,0x1dfd2c64e7ff9d4f2d58ee59d9c46cc5691730fee8c47cdd2bbc8fe77a657830,149,0xc36cf0cfcb5d905b8b513860db0cfe63f6cf9f5c,69757885218792385009991794523512483348480,consideration,1,0x44819c2e6ca177bd3fc8a93af00ff2e69ff6ccd0,0x8061bdfc08c755da29ef5952d6eee4ccadb08604
ethereum,seaport,v1,2022-12-10,0x5de666e226f874aff98f4e4ed7033ed246a905e30ef40321779c5dabdabcc87b,167,0xdffc286a5310d829783211035e47cdec12ddacca,0,consideration,1,0xed4a79c7c70d7aaeee9d5087796e5f4312167df5,0x7cfeda2b736bcf40334daab10c82f89d01d25666
ethereum,seaport,v1,2022-12-06,0x1c827d3d4e7dca58595829fcd2b0a3e26314218a1c73df36ec8adc27dbfd40b0,117,0x5a16d53d7c32d2a022994c1bb71320628d525d41,393,offer,1,0x641197a939f4314501c5cb2b3375488c3c6f714e,0xcad793f1d1355514ab37c96fa4a6578179b967d9
ethereum,seaport,v1,2022-12-06,0x4526843869136316ff2cda8bb7ca20c12c5e451b24de3b3fc17a796ac778fab4,279,0x36308c9eb628cf99f55a0cff9434bfd02bc8d04a,2425,consideration,1,0x31bfae194be986bb67c2e712d564eab60bc1083b,0x09f0807436936ac20e4661db47581c9f2faaa1ae
ethereum,seaport,v1,2022-12-06,0x621c9e967a830e85f2996cd17b82d2bb696533118508b375d29bb26609805bca,118,0xa54e6b99f58b6165228abcdc681e9a16bcefdbe1,4310,consideration,1,0xbb93664780e5e4e22f5255c774bfc455ebfa789e,0xda3a37298b24e1572971729093c165d6e15bb23a
ethereum,seaport,v1,2022-12-06,0x66aa6dd171bf13bade7d34ee1f91befc3071278891233644642afcad130d6e3b,101,0x91d91dcfb29c55f66d97fdf67f89c0c6d5529e38,169,consideration,1,0x14a623762705b9784432bc272b99a75fb2c8cc20,0xa08dfc30ecbd94511376ecea90f8ff75d09d0706
