blockchain,project,version,block_date,tx_hash,evt_index,sub_idx,nft_contract_address,token_id,buyer,seller,amount_raw,platform_fee_amount_raw,royalty_fee_amount_raw
optimism,opensea,v3,2023-01-17,0x8fb18c2928e162af20881330d426578ab0ff497a23d64783ce81a3c754d76f04,0,1,0xfa14e1157f35e1dad95dc3f822a9d18c40e360e2,1115029,0xc3e8e833448a6d832deb0d187a164810c6291b68,0x15e3ca456b25fe8ef8bba804140f4c1d867f1fc2,1277900000000000,31947500000000,
optimism,opensea,v3,2023-01-17,0x59e0e830ce03678c81f7ed40f5d8f9d5024d624573acd6e3c025bfc890bf73a2,0,1,0xfa14e1157f35e1dad95dc3f822a9d18c40e360e2,1586636,0x415fc02ac3cb6300c97732fcc22ffd8060f4a0f2,0xff4bc6638916246df2abe32e584f05d40fe58e38,2800000000000000,70000000000000,
optimism,opensea,v3,2023-01-17,0x894a6ffea478953e520cb2d6fb89e5a97589d717ed7aa2402f4419971de8e1bc,0,1,0xfa14e1157f35e1dad95dc3f822a9d18c40e360e2,99191,0x2afd01591002e8d432627de68cad7964bd124871,0x2f277208a66abae03b24b8757d52b55b4d9ba9a7,8880000000000000,222000000000000,
optimism,opensea,v4,2023-04-11,0xa1f8e85909ef498f739c4be16e089861a5dd2cf894b462600019db92f1cfca25,0,1,0x1f4887dd2e4b94b9e83144cd11d83643c9e65430,579,0x0c0ffaaf6378cc0b4118f2752209a206a046d56e,0xa74a7dec78415ff444fb1c3fb8eba803fe5c42f5,1650000000000000,41250000000000,165000000000000
optimism,opensea,v4,2023-04-11,0x9ddac43591a50876d222653c821c6d959bc4648b80717774a17b0e0f9cb38ce3,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0x744f617343f03bb7c9d52a6d84f87aa4b1017fac,0x346a0b4da75bb8294fa0e7acf6c0592b665e8c48,2352000000000000,58800000000000,
optimism,opensea,v4,2023-04-11,0x9ddac43591a50876d222653c821c6d959bc4648b80717774a17b0e0f9cb38ce3,0,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0x744f617343f03bb7c9d52a6d84f87aa4b1017fac,0xeb7cf646b90709a5f77e479669a2ccb2f08f8dc8,5870010500000000,146750262500000,
optimism,opensea,v4,2023-04-11,0xf21d2a61e0354f892b603e8e6d27977baed2afa01fe2e90b0d78cbea57f9711e,0,1,0xfa14e1157f35e1dad95dc3f822a9d18c40e360e2,1638348,0xf473de0df183cb762dd4817489d9357b0beb15fc,0x09953e0ebccf1fa2b808bb942c45e7ab40fd8c11,990000000000000,24750000000000,
optimism,opensea,v4,2023-04-11,0x412d8423b1c880b635636bc4060177e27761a07fab6f781cd5f9dfd6711ca085,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0xaf33bdbda6d4929a5112e8b3fbc8be4757c4dbe8,0xeb7cf646b90709a5f77e479669a2ccb2f08f8dc8,1170000000000000,29250000000000,
optimism,opensea,v4,2023-04-11,0xbf143be016cdd16d900c4bf95ae2bd6b47968a7da1118d45f6d9f02bf5da39fe,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0x5b605894f800e534d6d8370632398a767a54b2a0,0x346a0b4da75bb8294fa0e7acf6c0592b665e8c48,690000000000000,17250000000000,
optimism,opensea,v4,2023-04-11,0x3e9ec8b3ea07e6f9b929aaab596012121265a558fd492abcbd7418114517e5a1,0,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0xe98f343da5232bc7d99b45e8fe1e738a22b83b3e,0xbf137f3e501f5b8549fd0f5020be775b079c0ec1,1200000000000000,30000000000000,
optimism,opensea,v4,2023-04-11,0x6dde257aa21ec9f05bd2245785d89dd020ada76347a3f8028a226f9785b8679d,0,1,0x2f05e799c61b600c65238a9df060caba63db8e78,1,0xb7264811ce186586691f0fd8dd9b3e7f997affe5,0x997a861468f3a4ca26be2f754415479d74213b8b,690000000000000,17250000000000,
optimism,opensea,v4,2023-04-11,0x20ca9b91cf054527564f1b0e686d49f081b12171669be9232537dd446d1c06e4,0,1,0x11af3226b32701c7a7395ea2532c6c1ae906b6ae,2033,0x6d59931af25d136034671e024371eeeff838345d,0x0ecdf59596b285d769fd473a57b3ffbc9606ea15,2800000000000000,70000000000000,280000000000000
optimism,opensea,v4,2023-04-11,0xd702b55459a46239095b609d88ae28d0bb23ea70c70014f670e26982b71eb746,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0xdfd5c1b2645ed0f33803fbfff0e0bf020f4bb25b,0xbdef6a773653c2364372ea16d62882bdb4a9feb4,1190000000000000,29750000000000,
optimism,opensea,v4,2023-04-11,0xc0aa9fd397bff99a141648d08e77c791c0820565b7384ba94e5401763d7fbb5b,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0xa83d16c382e2e5d436b6f645963853a42184fbd2,0xeb7cf646b90709a5f77e479669a2ccb2f08f8dc8,1174000000000000,29350000000000,
optimism,opensea,v4,2023-04-11,0x6f8292035c53510aebaaccfd1b68b264fdc7934bdd83cf565cfa6f54fb9b7c3a,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0x3312e8e1fa3cd72b4691d19429ce393435a34162,0xeb7cf646b90709a5f77e479669a2ccb2f08f8dc8,1174027000000000,29350675000000,
optimism,opensea,v4,2023-04-11,0xcd0692f64507eb2cc35cda5e52f9d093cfa7aa3e7a0f3b701ede9da1b58bc8e6,1,1,0xe22fd22b3fc0ecd5217d2461d15159a7dfc38790,0,0x3c5f6974aedf2b8180f27559efcd1e1b89bb8689,0xeb7cf646b90709a5f77e479669a2ccb2f08f8dc8,1174000000000000,29350000000000,
optimism,opensea,v4,2023-04-11,0xa12db84a2a1812715fe4e046a686185f6c75faa4e02901ab4e47ff8aac9e8f24,0,1,0xb18d96445eba9ee0e0d42d1c8ad113e12bdd8be4,716,0x20eebeb9f65027f0150d3cddd29a6f33fbecd319,0x3654be7bba479c999394737d043bc8c4b4d7879c,5400000000000000,135000000000000,540000000000000
